spec.name,spec.name.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,genus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,nameAccordingToID,created,modified,references,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Adenium obesum,Adenium obesum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,61,1,wfo-0000764069,76369-1,Adenium obesum,SPECIES,wfo-4000000605,(Forssk.) Roem. & Schult.,Apocynaceae,Adenium,obesum,,,,Syst. Veg. 4: 411 1819,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-3030,,FALSE,,,
Adina cordifolia,Adina cordifolia,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,62,1,wfo-0000979047,752150-1,Haldina cordifolia,SPECIES,wfo-4000016726,(Roxb.) Ridsdale,Rubiaceae,Haldina,cordifolia,,,,Blumea 24: 361 1978,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-95965,,TRUE,Synonym,wfo-0000785285,Adina cordifolia
Adina cordifolia,Adina cordifolia,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,62,2,wfo-0000979047,752150-1,Haldina cordifolia,SPECIES,wfo-4000016726,(Roxb.) Ridsdale,Rubiaceae,Haldina,cordifolia,,,,Blumea 24: 361 1978,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-95965,,TRUE,Synonym,wfo-0001132041,Adina cordifolia
Adina sessilifolia,Adina sessilifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,63,1,wfo-0000250329,757439-1,Neonauclea sessilifolia,SPECIES,wfo-4000025783,(Roxb.) Merr.,Rubiaceae,Neonauclea,sessilifolia,,,,J. Wash. Acad. Sci. 5: 542 1915,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-134000,,TRUE,Synonym,wfo-0000789203,Adina sessilifolia
Aegiceras corniculatum,Aegiceras corniculatum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,64,1,wfo-0000521489,92812-3,Aegiceras corniculatum,SPECIES,wfo-4000000746,(L.) Blanco,Primulaceae,Aegiceras,corniculatum,,,,Fl. Filip. 79 1837,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2623413,,FALSE,,,
Aegle marmelos,Aegle marmelos,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,65,1,wfo-0000521533,770819-1,Aegle marmelos,SPECIES,wfo-4000000761,(L.) Corrêa,Rutaceae,Aegle,marmelos,,,,Trans. Linn. Soc. London 5: 223 1800,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2623456,,FALSE,,,
Aerva lanata,Aerva lanata,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,66,1,wfo-0000521764,,Aerva lanata,SPECIES,wfo-4000000806,(L.) Juss.,Amaranthaceae,Aerva,lanata,,,,Ann. Mus. Hist. Nat. 11: 131 1808,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2623689,,FALSE,,,
Aerva lanata,Aerva lanata,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,66,2,wfo-0000521764,,Aerva lanata,SPECIES,wfo-4000000806,(L.) Juss.,Amaranthaceae,Aerva,lanata,,,,Ann. Mus. Hist. Nat. 11: 131 1808,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2623689,,TRUE,Synonym,wfo-0001046262,Aerva lanata
Aeschynanthus nervosus,Aeschynanthus nervosus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,67,1,wfo-0000522020,377808-1,Aeschynanthus nervosus,SPECIES,wfo-4000000809,(Elmer) Schltr.,Gesneriaceae,Aeschynanthus,nervosus,,,,Bot. Jahrb. Syst. 58: 264 1923,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2623924,,FALSE,,,
Aeschynomene aspera,Aeschynomene aspera,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,68,1,wfo-0000165523,,Aeschynomene virginica,SPECIES,wfo-4000000811,(L.) Britton & al.,Fabaceae,Aeschynomene,virginica,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-11954,,TRUE,Synonym,wfo-0000167667,Aeschynomene aspera
Aeschynomene aspera,Aeschynomene aspera,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,68,2,wfo-0000177100,1049074-2,Desmodium distortum,SPECIES,wfo-4000011206,(Aubl.) J.F.Macbr.,Fabaceae,Desmodium,distortum,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-2321,,TRUE,Synonym,wfo-0000182285,Aeschynomene aspera
Aeschynomene aspera,Aeschynomene aspera,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,68,3,wfo-0000199890,,Aeschynomene aspera,SPECIES,wfo-4000000811,L.,Fabaceae,Aeschynomene,aspera,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-46362,,FALSE,,,
Afrormosia laxiflora,Afrormosia laxiflora,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,69,1,wfo-0000212085,,Pericopsis laxiflora,SPECIES,wfo-4000028753,(Baker) Meeuwen,Fabaceae,Pericopsis,laxiflora,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-7162,,TRUE,Synonym,wfo-0000212086,Afrormosia laxiflora
Afrostyrax kamerunensis,Afrostyrax kamerunensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,70,1,wfo-0000522689,826261-1,Afrostyrax kamerunensis,SPECIES,wfo-4000000867,G.Perkins & Gilg,Huaceae,Afrostyrax,kamerunensis,,,,Bot. Jahrb. Syst. 43: 217 1909,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2624944,,FALSE,,,
Afrostyrax lepidophyllus,Afrostyrax lepidophyllus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,71,1,wfo-0000522690,826262-1,Afrostyrax lepidophyllus,SPECIES,wfo-4000000867,Mildbr.,Huaceae,Afrostyrax,lepidophyllus,,,,Bot. Jahrb. Syst. 49: 556 1913,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2624945,,FALSE,,,
Afzelia africana,Afzelia africana,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,72,1,wfo-0000213207,,Afzelia africana,SPECIES,wfo-4000000874,Pers.,Fabaceae,Afzelia,africana,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-828,,FALSE,,,
Afzelia africana,Afzelia africana,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,72,2,wfo-0001057746,500950-1,Intsia africana,SPECIES,wfo-4000019102,(Sm.) Kuntze,Fabaceae,Intsia,africana,,,,Revis. Gen. Pl. 1: 192 1891,Accepted,,,2012-04-18,2012-04-18,http://www.theplantlist.org/tpl1.1/record/tro-13051962,,TRUE,Synonym,wfo-0001056867,Afzelia africana
Afzelia bipindensis,Afzelia bipindensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,73,1,wfo-0000211767,,Afzelia bipindensis,SPECIES,wfo-4000000874,Harms,Fabaceae,Afzelia,bipindensis,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-686,,FALSE,,,
Afzelia pachyloba,Afzelia pachyloba,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,74,1,wfo-0000211821,,Afzelia pachyloba,SPECIES,wfo-4000000874,Harms,Fabaceae,Afzelia,pachyloba,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-691,,FALSE,,,
Afzelia quanzensis,Afzelia quanzensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,75,1,wfo-0000211863,,Afzelia quanzensis,SPECIES,wfo-4000000874,Welw.,Fabaceae,Afzelia,quanzensis,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-695,,FALSE,,,
Afzelia rhomboidea,Afzelia rhomboidea,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,76,1,wfo-0000206081,,Afzelia rhomboidea,SPECIES,wfo-4000000874,(Blanco) S.Vidal,Fabaceae,Afzelia,rhomboidea,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-52324,,FALSE,,,
Afzelia rhomboidea,Afzelia rhomboidea,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,76,2,wfo-0001056873,473079-1,Afzelia rhomboidea,SPECIES,wfo-4000000874,Vidal,Fabaceae,Afzelia,rhomboidea,,,,"Phanerog. Cuming. Philipp. 26, 110",Unchecked,,,2012-04-18,2012-04-18,http://www.theplantlist.org/tpl1.1/record/tro-13046506,,FALSE,,,
Agathis philippinensis,Agathis philippinensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,77,1,wfo-0001087375,676654-1,Agathis philippinensis,SPECIES,wfo-4000000913,Warb.,Araucariaceae,Agathis,philippinensis,,,,Monsunia 1: 185 1900,Unchecked,,,2012-04-18,2012-04-18,http://www.theplantlist.org/tpl1.1/record/tro-2300038,,FALSE,,,
Agauria salicifolia,Agauria salicifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,78,1,wfo-0000523244,326177-1,Agarista salicifolia,SPECIES,wfo-4000000898,(Lam.) G.Don,Ericaceae,Agarista,salicifolia,,,,Gen. Hist. 3: 837 1834,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2625518,,TRUE,Synonym,wfo-0000523700,Agauria salicifolia
Aglaia apoana,Aglaia apoana,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,79,1,wfo-0000524053,577068-1,Aglaia elliptica,SPECIES,wfo-4000000950,(C.DC.) Blume,Meliaceae,Aglaia,elliptica,,,,Bijdr. 171 1825,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2626289,,TRUE,Synonym,wfo-0000523931,Aglaia apoana
Aglaia banahaensis,Aglaia banahaensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,80,1,wfo-0000524053,577068-1,Aglaia elliptica,SPECIES,wfo-4000000950,(C.DC.) Blume,Meliaceae,Aglaia,elliptica,,,,Bijdr. 171 1825,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2626289,,TRUE,Synonym,wfo-0000523946,Aglaia banahaensis
Aglaia cumingiana,Aglaia cumingiana,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,81,1,wfo-0000524014,577036-1,Aglaia cumingiana,SPECIES,wfo-4000000950,Turcz.,Meliaceae,Aglaia,cumingiana,,,,Bull. Soc. Imp. Naturalistes Moscou 31(1): 409 1858,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2626252,,FALSE,,,
Aglaia diffusa,Aglaia diffusa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,82,1,wfo-0000524041,1006110-1,Aglaia edulis,SPECIES,wfo-4000000950,(Roxb.) Wall.,Meliaceae,Aglaia,edulis,,,,Calc. Gard. Rep. 26 1840,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2626278,,TRUE,Synonym,wfo-0000524029,Aglaia diffusa
Aglaia edulis,Aglaia edulis,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,83,1,wfo-0000524041,1006110-1,Aglaia edulis,SPECIES,wfo-4000000950,(Roxb.) Wall.,Meliaceae,Aglaia,edulis,,,,Calc. Gard. Rep. 26 1840,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2626278,,FALSE,,,
Aglaia edulis,Aglaia edulis,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,83,2,wfo-0000524339,577309-1,Aglaia samoensis,SPECIES,wfo-4000000950,A.Gray,Meliaceae,Aglaia,samoensis,,,,"U.S. Expl. Exped., Phan. 1: 236 1854",Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2626553,,TRUE,Synonym,wfo-0000524042,Aglaia edulis
Aglaia edulis,Aglaia edulis,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,83,3,wfo-0000524337,577307-1,Aglaia saltatorum,SPECIES,wfo-4000000950,A.C.Sm.,Meliaceae,Aglaia,saltatorum,,,,Contr. U. S. Natl. Herb. 30: 483 1952,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2626551,,TRUE,Synonym,wfo-0000524044,Aglaia edulis
Aglaia elaeagnoidea,Aglaia elaeagnoidea,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,84,1,wfo-0000524045,577065-1,Aglaia elaeagnoidea,SPECIES,wfo-4000000950,(A.Juss.) Benth.,Meliaceae,Aglaia,elaeagnoidea,,,,Fl. Austral. 1: 383 1863,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2626281,,FALSE,,,
Aglaia elliptica,Aglaia elliptica,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,85,1,wfo-0000524053,577068-1,Aglaia elliptica,SPECIES,wfo-4000000950,(C.DC.) Blume,Meliaceae,Aglaia,elliptica,,,,Bijdr. 171 1825,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2626289,,FALSE,,,
Aglaia laevigata,Aglaia laevigata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,86,1,wfo-0000524172,577166-1,Aglaia leptantha,SPECIES,wfo-4000000950,Miq.,Meliaceae,Aglaia,leptantha,,,,Ann. Mus. Bot. Lugduno-Batavi 4: 51 1868,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2626398,,TRUE,Synonym,wfo-0000524153,Aglaia laevigata
Aglaia llanosiana,Aglaia llanosiana,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,87,1,wfo-0000524315,577291-1,Aglaia rimosa,SPECIES,wfo-4000000950,(Blanco) Merr.,Meliaceae,Aglaia,rimosa,,,,Sp. Blancoan. 212 1918,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2626531,,TRUE,Synonym,wfo-0000524179,Aglaia llanosiana
Aglaia luzoniensis,Aglaia luzoniensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,88,1,wfo-0000524184,577177-1,Aglaia luzoniensis,SPECIES,wfo-4000000950,(Vidal) Merr. & Rolfe,Meliaceae,Aglaia,luzoniensis,,,,"Philipp. J. Sci., C 3: 105 1908",Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2626409,,FALSE,,,
Aglaia oligophylla,Aglaia oligophylla,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,89,1,wfo-0000524248,577232-1,Aglaia oligophylla,SPECIES,wfo-4000000950,Miq.,Meliaceae,Aglaia,oligophylla,,,,"Fl. Ned. Ind., Eerste Bijv. 507 1861",Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2626470,,FALSE,,,
Aglaia pachyphylla,Aglaia pachyphylla,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,90,1,wfo-0000524251,577235-1,Aglaia pachyphylla,SPECIES,wfo-4000000950,Miq.,Meliaceae,Aglaia,pachyphylla,,,,Ann. Mus. Bot. Lugduno-Batavi 4: 57 1868,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2626473,,FALSE,,,
Agonandra macro,Agonandra macro,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,91,1,wfo-0000524450,,Agonandra brasiliensis,SPECIES,wfo-4000000967,Miers ex Benth.,Opiliaceae,Agonandra,brasiliensis,,,,Gen. Pl. 1: 349 1862,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2626658,,TRUE,Synonym,wfo-0000524460,Agonandra macedoi
Ailanthus triphysa,Ailanthus triphysa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,92,1,wfo-0001140390,813557-1,Ailanthus triphysa,SPECIES,wfo-4000001024,(Dennst.) Alston,Simaroubaceae,Ailanthus,triphysa,,,,Handb. Fl. Ceylon 6(suppl.): 41 1931,Accepted,,,2012-04-18,2012-04-18,http://www.theplantlist.org/tpl1.1/record/tro-29400165,,FALSE,,,
Alangium javanicum var. jaheri,Alangium javanicum var. jaheri,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,93,1,wfo-0000937135,979129-1,Alangium javanicum var. meyeri,VARIETY,wfo-0000937091,(Merr.) Berhaman,Cornaceae,Alangium,javanicum,meyeri,var.,,Sandakania 4: 34 1994,Unchecked,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-5582,,FALSE,,,
Albezia saponaria,Albezia saponaria,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,94,1,wfo-0000186182,,Albizia saponaria,SPECIES,wfo-4000001104,(Lour.) Miq.,Fabaceae,Albizia,saponaria,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-326,,FALSE,,,
Albezia saponaria,Albezia saponaria,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,94,2,wfo-0001056550,495143-1,Feuilleea saponaria,SPECIES,wfo-4000014710,(Lour.) Kuntze,Fabaceae,Feuilleea,saponaria,,,,Revis. Gen. Pl. 1: 189 1891,Accepted,,,2012-04-18,2012-04-18,http://www.theplantlist.org/tpl1.1/record/tro-13045206,,TRUE,Synonym,wfo-0001054151,Albizia saponaria
Albizia acle,Albizia acle,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,95,1,wfo-0000206306,,Albizia acle,SPECIES,wfo-4000001104,(Blanco) Merr.,Fabaceae,Albizia,acle,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-52536,,FALSE,,,
Albizia adianthifolia,Albizia adianthifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,96,1,wfo-0000179990,,Albizia adianthifolia,SPECIES,wfo-4000001104,(Schum.) W.Wight,Fabaceae,Albizia,adianthifolia,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-262,,FALSE,,,
Albizia adinocephala,Albizia adinocephala,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,97,1,wfo-0000165530,,Albizia adinocephala,SPECIES,wfo-4000001104,(Donn.Sm.) Record,Fabaceae,Albizia,adinocephala,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-11960,,FALSE,,,
Albizia antune,Albizia antune,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,5,98,1,wfo-0000181247,,Albizia antunesiana,SPECIES,wfo-4000001104,Harms,Fabaceae,Albizia,antunesiana,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-274,,FALSE,,,
Albizia antunesiana,Albizia antunesiana,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,99,1,wfo-0000181247,,Albizia antunesiana,SPECIES,wfo-4000001104,Harms,Fabaceae,Albizia,antunesiana,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-274,,FALSE,,,
Albizia caribaea,Albizia caribaea,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,100,1,wfo-0000187194,,Albizia niopoides,SPECIES,wfo-4000001104,(Benth.) Burkart,Fabaceae,Albizia,niopoides,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-33707,,TRUE,Synonym,wfo-0000181781,Albizia caribaea
Albizia chinensis,Albizia chinensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,101,1,wfo-0000182103,,Albizia chinensis,SPECIES,wfo-4000001104,(Osbeck) Merr.,Fabaceae,Albizia,chinensis,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-282,,FALSE,,,
Albizia coriaria,Albizia coriaria,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,102,1,wfo-0000179906,,Albizia coriaria,SPECIES,wfo-4000001104,Oliv.,Fabaceae,Albizia,coriaria,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-261,,FALSE,,,
Albizia ferruginea,Albizia ferruginea,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,103,1,wfo-0000182621,,Albizia ferruginea,SPECIES,wfo-4000001104,(Guill. & Perr.) Benth.,Fabaceae,Albizia,ferruginea,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-287,,FALSE,,,
Albizia glaberrima,Albizia glaberrima,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,104,1,wfo-0000182926,,Albizia glaberrima,SPECIES,wfo-4000001104,(Schum. & Thonn.) Benth.,Fabaceae,Albizia,glaberrima,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-290,,FALSE,,,
Albizia glabrescens,Albizia glabrescens,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,105,1,wfo-0000182926,,Albizia glaberrima,SPECIES,wfo-4000001104,(Schum. & Thonn.) Benth.,Fabaceae,Albizia,glaberrima,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-290,,TRUE,Synonym,wfo-0000183138,Albizia glabrescens
Albizia guachapale,Albizia guachapale,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,106,1,wfo-0000185989,,Albizia guachapele,SPECIES,wfo-4000001104,(Kunth) Dugand,Fabaceae,Albizia,guachapele,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-32326,,FALSE,,,
Albizia guachepele,Albizia guachepele,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,107,1,wfo-0000185989,,Albizia guachapele,SPECIES,wfo-4000001104,(Kunth) Dugand,Fabaceae,Albizia,guachapele,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-32326,,FALSE,,,
Albizia harveyi,Albizia harveyi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,108,1,wfo-0000183848,,Albizia harveyi,SPECIES,wfo-4000001104,E.Fourn.,Fabaceae,Albizia,harveyi,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-299,,FALSE,,,
Albizia laurentii,Albizia laurentii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,109,1,wfo-0000184172,,Albizia laurentii,SPECIES,wfo-4000001104,De Wild.,Fabaceae,Albizia,laurentii,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-302,,FALSE,,,
Albizia lebbeck,Albizia lebbeck,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,110,1,wfo-0000184271,,Albizia lebbeck,SPECIES,wfo-4000001104,(L.) Benth.,Fabaceae,Albizia,lebbeck,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-303,,FALSE,,,
Albizia lebbekoides,Albizia lebbekoides,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,111,1,wfo-0000199752,,Albizia lebbekoides,SPECIES,wfo-4000001104,(DC.) Benth.,Fabaceae,Albizia,lebbekoides,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-46234,,FALSE,,,
Albizia odoratissimus,Albizia odoratissimus,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,112,1,wfo-0000185541,,Albizia odoratissima,SPECIES,wfo-4000001104,(L.f.) Benth.,Fabaceae,Albizia,odoratissima,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-318,,FALSE,,,
Albizia procera,Albizia procera,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,113,1,wfo-0000186098,,Albizia procera,SPECIES,wfo-4000001104,(Roxb.) Benth.,Fabaceae,Albizia,procera,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-325,,FALSE,,,
Albizia retusa,Albizia retusa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,114,1,wfo-0000188054,,Albizia retusa,SPECIES,wfo-4000001104,Benth.,Fabaceae,Albizia,retusa,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-34595,,FALSE,,,
Albizia richardiana,Albizia richardiana,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,115,1,wfo-0000204130,,Albizia richardiana,SPECIES,wfo-4000001104,(Voigt) King & Prain,Fabaceae,Albizia,richardiana,,,,,Accepted,,,2010-07-14,2010-07-14,http://www.theplantlist.org/tpl1.1/record/ild-50442,,FALSE,,,
