ID,Submitted_Name,Order,Family,Genus,Species,Infrasp,Infraspecies,Authors,Status,LCVP_Accepted_Taxon,PL_Comparison,PL_Alternative,Score,Insertion,Deletion,Substitution
1514,Inga spectabilis,Fabales,Fabaceae,Inga,spectabilis,species, ,(Vahl) Willd.,accepted,Inga spectabilis (Vahl) Willd.,identical,,matched,0,0,0
1515,Inga spuria,Fabales,Fabaceae,Inga,spuria,species, ,Willd.,synonym,Inga vera Willd.,identical,,matched,0,0,0
1516,Inga thibaudiana,Fabales,Fabaceae,Inga,thibaudiana,species, ,DC.,accepted,Inga thibaudiana DC.,identical,,matched,0,0,0
1517,Inga vera,Fabales,Fabaceae,Inga,vera,species, ,Willd.,accepted,Inga vera Willd.,identical,,matched,0,0,0
1518,Inga xalapensis,Fabales,Fabaceae,Inga,xalapensis,species, ,Benth.,synonym,Inga vera Willd.,identical,,matched,0,0,0
1519,Intsia bijuga,Fabales,Fabaceae,Intsia,bijuga,species, ,(Colebr.) Kuntze,accepted,Intsia bijuga (Colebr.) Kuntze,identical,,matched,0,0,0
1520,Intsia retusa,Fabales,Fabaceae,Intsia,retusa,species, ,(Kurz) Kuntze,synonym,Intsia bijuga (Colebr.) Kuntze,identical,,matched,0,0,0
1521,Ipomoea arborescens,Solanales,Convolvulaceae,Ipomoea,arborescens,species, ,(Kunth ex Willd.) G.Don,accepted,Ipomoea arborescens (Kunth ex Willd.) G.Don,identical,,matched,0,0,0
1522,Ipomoea batatus,Solanales,Convolvulaceae,Ipomoea,batatas,species, ,(L.) Lam.,accepted,Ipomoea batatas (L.) Lam.,identical,,misspelling: Epithet,0,0,1
1523,Iriartea deltoi,Arecales,Arecaceae,Iriartea,deltoidea,species, ,Ruiz & Pav.,accepted,Iriartea deltoidea Ruiz & Pav.,identical,,misspelling: Epithet,0,3,0
1524,Irvingia excelsa,Malpighiales,Irvingiaceae,Irvingia,excelsa,species, ,Mildbr.,accepted,Irvingia excelsa Mildbr.,identical,,matched,0,0,0
1525,Irvingia gabonensis,Malpighiales,Irvingiaceae,Irvingia,gabonensis,species, ,(Aubry-Lecomte ex O'Rorke) Baill.,accepted,Irvingia gabonensis (Aubry-Lecomte ex O'Rorke) Baill.,identical,,matched,0,0,0
1526,Irvingia grandifolia,Malpighiales,Irvingiaceae,Irvingia,grandifolia,species, ,(Engl.) Engl.,accepted,Irvingia grandifolia (Engl.) Engl.,identical,,matched,0,0,0
1527,Irvingia robur,Malpighiales,Irvingiaceae,Irvingia,robur,species, ,Mildbr.,accepted,Irvingia robur Mildbr.,identical,,matched,0,0,0
1528,Irvingia smithii,Malpighiales,Irvingiaceae,Irvingia,smithii,species, ,Hook.f.,accepted,Irvingia smithii Hook.f.,identical,,matched,0,0,0
1529,Iryantrera gradis,,,,,,,,,,,,Genus name not found,0,0,0
1530,Isoberlinia angolensis,Fabales,Fabaceae,Isoberlinia,angolensis,species, ,(Welw. ex Benth.) Hoyle & Brenan,accepted,Isoberlinia angolensis (Welw. ex Benth.) Hoyle & Brenan,different authors,,matched,0,0,0
1531,Isoberlinia doka,Fabales,Fabaceae,Isoberlinia,doka,species, ,Craib & Stapf,accepted,Isoberlinia doka Craib & Stapf,identical,,matched,0,0,0
1532,Isoberlinia tomentosa,Fabales,Fabaceae,Isoberlinia,tomentosa,species, ,(Harms) Craib & Stapf,accepted,Isoberlinia tomentosa (Harms) Craib & Stapf,identical,,matched,0,0,0
1533,Isolona hexaloba,Magnoliales,Annonaceae,Isolona,hexaloba,species, ,(Pierre ex Engl. & Diels) Engl. & Diels,accepted,Isolona hexaloba (Pierre ex Engl. & Diels) Engl. & Diels,different authors,,matched,0,0,0
1534,Isolona thonneri,Magnoliales,Annonaceae,Isolona,thonneri,species, ,(DeWild. & T.Durand) Engl. & Diels,accepted,Isolona thonneri (DeWild. & T.Durand) Engl. & Diels,identical,,matched,0,0,0
1535,Itea macrophylla,Saxifragales,Iteaceae,Itea,macrophylla,species, ,Wall.,accepted,Itea macrophylla Wall.,identical,,matched,0,0,0
1536,Iteadaphne philippinensis,Laurales,Lauraceae,Iteadaphne,philippinensis,species, ,Elmer,synonym,Alseodaphne philippinensis (Elmer) Kosterm.,identical,,matched,0,0,0
1537,Ixora coccinea,Gentianales,Rubiaceae,Ixora,coccinea,species, ,L.,accepted,Ixora coccinea L.,identical,,matched,0,0,0
1538,Ixora macrophylla,Gentianales,Rubiaceae,Ixora,macrophylla,species, ,Bartl. ex DC.,accepted,Ixora macrophylla Bartl. ex DC.,identical,,matched,0,0,0
1539,Ixora philippinensis,Gentianales,Rubiaceae,Ixora,philippinensis,species, ,Merr.,accepted,Ixora philippinensis Merr.,identical,,matched,0,0,0
1540,Ixora rhodesiaca,Gentianales,Rubiaceae,Ixora,rhodesiaca,species, ,Bremek.,synonym,Ixora brachypoda DC.,identical,,matched,0,0,0
1541,Jabaranda mimos,,,,,,,,,,,,Genus name not found,0,0,0
1542,Jacaranda copai,Lamiales,Bignoniaceae,Jacaranda,copaia,species, ,(Aubl.) D.Don,accepted,Jacaranda copaia (Aubl.) D.Don,identical,,misspelling: Epithet,0,1,0
1543,Jacaranda copaia,Lamiales,Bignoniaceae,Jacaranda,copaia,species, ,(Aubl.) D.Don,accepted,Jacaranda copaia (Aubl.) D.Don,identical,,matched,0,0,0
1544,Jacaranda mimosifolia,Lamiales,Bignoniaceae,Jacaranda,mimosifolia,species, ,D.Don,accepted,Jacaranda mimosifolia D.Don,identical,,matched,0,0,0
1545,Jacaratia dolichaula,Brassicales,Caricaceae,Jacaratia,dolichaula,species, ,(Donn.Sm.) Woodson,accepted,Jacaratia dolichaula (Donn.Sm.) Woodson,identical,,matched,0,0,0
1546,Jacquinia aurantiaca,Ericales,Theophrastaceae,Jacquinia,aurantiaca,species, ,Bertero ex DC.,synonym,Bonellia umbellata (A.DC.) B.Ståhl & Källersjö,missing,,matched,0,0,0
1546,Jacquinia aurantiaca,Ericales,Theophrastaceae,Jacquinia,aurantiaca,species, ,W.T.Aiton,synonym,Bonellia macrocarpa (Cav.) B.Ståhl & Källersjö,identical,,matched,0,0,0
1547,Jatrofa curcas,,,,,,,,,,,,Genus name not found,0,0,0
1548,Jatropha curcas,Malpighiales,Euphorbiaceae,Jatropha,curcas,species, ,L.,accepted,Jatropha curcas L.,identical,,matched,0,0,0
1549,Jossinia aherniana,Myrtales,Myrtaceae,Jossinia,aherniana,species, ,(C.B.Rob.) Merr.,synonym,Eugenia aherniana C.B.Rob.,identical,,matched,0,0,0
1550,Juglans boliviana,Fagales,Juglandaceae,Juglans,boliviana,species, ,(C.DC.) Dode,accepted,Juglans boliviana (C.DC.) Dode,identical,,matched,0,0,0
1551,Juglans guatemalensis,Fagales,Juglandaceae,Juglans,guatemalensis,species, ,W.E.Manning,synonym,Juglans olanchana Standl. & L.O.Williams,identical,,matched,0,0,0
1552,Juglans olanchana,Fagales,Juglandaceae,Juglans,olanchana,species, ,Standl. & L.O.Williams,accepted,Juglans olanchana Standl. & L.O.Williams,identical,,matched,0,0,0
1553,Juglans olanchanum,Fagales,Juglandaceae,Juglans,olanchana,species, ,Standl. & L.O.Williams,accepted,Juglans olanchana Standl. & L.O.Williams,identical,,misspelling: Epithet,1,0,1
1554,Juglans regia,Fagales,Juglandaceae,Juglans,regia,species, ,L.,accepted,Juglans regia L.,identical,,matched,0,0,0
1555,Julbernadia globiflora,,,,,,,,,,,,Genus name not found,0,0,0
1556,Julbernadia paniculata,,,,,,,,,,,,Genus name not found,0,0,0
1557,Julbernardia paniculata,Fabales,Fabaceae,Julbernardia,paniculata,species, ,(Benth.) Troupin,accepted,Julbernardia paniculata (Benth.) Troupin,identical,,matched,0,0,0
1558,Juniperus drupacea,Pinales,Cupressaceae,Juniperus,drupacea,species, ,Labill.,accepted,Juniperus drupacea Labill.,identical,,matched,0,0,0
1559,Juniperus excelsa,Pinales,Cupressaceae,Juniperus,excelsa,species, ,M.Bieb.,accepted,Juniperus excelsa M.Bieb.,identical,,matched,0,0,0
1560,Juniperus oxycedrus,Pinales,Cupressaceae,Juniperus,oxycedrus,species, ,L.,accepted,Juniperus oxycedrus L.,identical,,matched,0,0,0
1561,Juniperus phoenicia,Pinales,Cupressaceae,Juniperus,phoenicea,species, ,L.,accepted,Juniperus phoenicea L.,identical,,misspelling: Epithet,0,0,1
1562,Juniperus sabina,Pinales,Cupressaceae,Juniperus,sabina,species, ,L.,accepted,Juniperus sabina L.,identical,,matched,0,0,0
1563,Junuperus semiqlobosa,,,,,,,,,,,,Genus name not found,0,0,0
1564,Junuperus seravchanica,,,,,,,,,,,,Genus name not found,0,0,0
1565,Junuperus turkestanica,,,,,,,,,,,,Genus name not found,0,0,0
1566,Justicia diffusa,Lamiales,Acanthaceae,Justicia,diffusa,species, ,Willd.,accepted,Justicia diffusa Willd.,identical,,matched,0,0,0
1567,Karwinskia calderohii,Rosales,Rhamnaceae,Karwinskia,calderoniae,species, ,Standl.,accepted,Karwinskia calderoniae Standl.,identical,,misspelling: Epithet,0,1,2
1568,Karwinskia calderoni,Rosales,Rhamnaceae,Karwinskia,calderoniae,species, ,Standl.,accepted,Karwinskia calderoniae Standl.,identical,,misspelling: Epithet,0,2,0
1569,Karwinskia calderonii,Rosales,Rhamnaceae,Karwinskia,calderoniae,species, ,Standl.,accepted,Karwinskia calderoniae Standl.,identical,,misspelling: Epithet,0,1,1
1570,Keayodendron bridelioides,Malpighiales,Phyllanthaceae,Keayodendron,bridelioides,species, ,(Gilg & Mildbr. ex Hutch. & Dalziel) Leandri,accepted,Keayodendron bridelioides (Gilg & Mildbr. ex Hutch. & Dalziel) Leandri,missing,,matched,0,0,0
1571,Khaya anthotheca,Sapindales,Meliaceae,Khaya,anthotheca,species, ,C.DC.,accepted,Khaya anthotheca C.DC.,different authors,,matched,0,0,0
1572,Khaya grandifoliola,Sapindales,Meliaceae,Khaya,grandifoliola,species, ,C.DC.,accepted,Khaya grandifoliola C.DC.,identical,,matched,0,0,0
1573,Khaya ivorensis,Sapindales,Meliaceae,Khaya,ivorensis,species, ,A.Chev.,accepted,Khaya ivorensis A.Chev.,identical,,matched,0,0,0
1574,Khaya nyasica,Sapindales,Meliaceae,Khaya,nyasica,species, ,Stapf ex Baker.f.,synonym,Khaya anthotheca C.DC.,synonym,,matched,0,0,0
1575,Khaya senegalensis,Sapindales,Meliaceae,Khaya,senegalensis,species, ,(Desv.) A.Juss.,accepted,Khaya senegalensis (Desv.) A.Juss.,identical,,matched,0,0,0
1576,Kigelia acutifolia,Lamiales,Bignoniaceae,Kigelia,acutifolia,species, ,Engl. ex Sprague,synonym,Kigelia africana (Lam.) Benth.,identical,,matched,0,0,0
1577,Kigelia africana,Lamiales,Bignoniaceae,Kigelia,africana,species, ,(Lam.) Benth.,accepted,Kigelia africana (Lam.) Benth.,identical,,matched,0,0,0
1578,Kingiodendron alternifolium,Fabales,Fabaceae,Kingiodendron,alternifolium,species, ,(Elmer) Merr. & Rolfe,accepted,Kingiodendron alternifolium (Elmer) Merr. & Rolfe,identical,,matched,0,0,0
1579,Kirkia acuminata,Sapindales,Kirkiaceae,Kirkia,acuminata,species, ,Oliv.,accepted,Kirkia acuminata Oliv.,identical,,matched,0,0,0
1580,Klainedoxa gabonensis,Malpighiales,Irvingiaceae,Klainedoxa,gabonensis,species, ,Pierre,accepted,Klainedoxa gabonensis Pierre,identical,,matched,0,0,0
1581,Klainedoxa microphylla,Malpighiales,Irvingiaceae,Klainedoxa,microphylla,species, ,(Pellegr.) A.H.Gentry,synonym,Klainedoxa gabonensis Pierre,identical,,matched,0,0,0
1582,Kleinhovia hospita,Malvales,Byttneriaceae,Kleinhovia,hospita,species, ,L.,accepted,Kleinhovia hospita L.,missing,,matched,0,0,0
1583,Koodersiodendron pinnatum,,,,,,,,,,,,Genus name not found,0,0,0
1584,Koompasia excelsa,,,,,,,,,,,,Genus name not found,0,0,0
1585,Koordersiodendron pinnatum,Sapindales,Anacardiaceae,Koordersiodendron,pinnatum,species, ,(Blanco) Merr.,accepted,Koordersiodendron pinnatum (Blanco) Merr.,unresolved,,matched,0,0,0
1586,Kopsia arborea,Gentianales,Apocynaceae,Kopsia,arborea,species, ,Blume,accepted,Kopsia arborea Blume,identical,,matched,0,0,0
1587,Kopsia fruticosa,Gentianales,Apocynaceae,Kopsia,fruticosa,species, ,(Roxb.) A.DC.,accepted,Kopsia fruticosa (Roxb.) A.DC.,identical,,matched,0,0,0
1588,Krugiodendron ferreum,Rosales,Rhamnaceae,Krugiodendron,ferreum,species, ,(Vahl) Urb.,accepted,Krugiodendron ferreum (Vahl) Urb.,identical,,matched,0,0,0
1589,Lablab purpureus,Fabales,Fabaceae,Lablab,purpureus,species, ,(L.) Sweet,accepted,Lablab purpureus (L.) Sweet,identical,,matched,0,0,0
1590,Lacistema aggregatum,Malpighiales,Lacistemataceae,Lacistema,aggregatum,species, ,(P.J.Bergius) Rusby,accepted,Lacistema aggregatum (P.J.Bergius) Rusby,identical,,matched,0,0,0
1591,Lacmellea panamensis,Gentianales,Apocynaceae,Lacmellea,panamensis,species, ,(Woodson) Markgr.,accepted,Lacmellea panamensis (Woodson) Markgr.,identical,,matched,0,0,0
1592,Laetia procera,Malpighiales,Samydaceae,Laetia,procera,species, ,(Poepp. & Endl.) Eichler,accepted,Laetia procera (Poepp. & Endl.) Eichler,different authors,,matched,0,0,0
1593,Laetia thamnia,Malpighiales,Samydaceae,Laetia,thamnia,species, ,L.,accepted,Laetia thamnia L.,identical,,matched,0,0,0
1594,Lafoensia punic,Myrtales,Lythraceae,Lafoensia,punicifolia,species, ,Bertero ex DC.,accepted,Lafoensia punicifolia Bertero ex DC.,different authors,,misspelling: Epithet,0,6,0
1595,Lafoensia punicifolia,Myrtales,Lythraceae,Lafoensia,punicifolia,species, ,Bertero ex DC.,accepted,Lafoensia punicifolia Bertero ex DC.,different authors,,matched,0,0,0
1596,Lagenaria siceraria,Cucurbitales,Cucurbitaceae,Lagenaria,siceraria,species, ,(Molina) Standl.,accepted,Lagenaria siceraria (Molina) Standl.,identical,,matched,0,0,0
1597,Lagerstroemia pyriformis,Myrtales,Lythraceae,Lagerstroemia,pyriformis,species, ,Koehne,accepted,Lagerstroemia pyriformis Koehne,missing,,matched,0,0,0
1598,Lagerstroemia speciosa,Myrtales,Lythraceae,Lagerstroemia,speciosa,species, ,(L.) Pers.,accepted,Lagerstroemia speciosa (L.) Pers.,identical,,matched,0,0,0
1599,Laguncularia ra,Myrtales,Combretaceae,Laguncularia,lutea,species, ,Gaudich.,synonym,Lumnitzera racemosa Willd.,unresolved,,misspelling: Epithet,0,3,1
1599,Laguncularia ra,Myrtales,Combretaceae,Laguncularia,rosea,species, ,Gaudich.,synonym,Lumnitzera racemosa Willd.,identical,,misspelling: Epithet,0,3,0
1600,Laguncularia racemosa,Myrtales,Combretaceae,Laguncularia,racemosa,species, ,(L.) C.F.Gaertn.,accepted,Laguncularia racemosa (L.) C.F.Gaertn.,identical,,matched,0,0,0
1601,Lamea kert,,,,,,,,,,,,Genus name not found,0,0,0
1602,Lannea acida,Sapindales,Anacardiaceae,Lannea,acida,species, ,A.Rich.,accepted,Lannea acida A.Rich.,identical,,matched,0,0,0
1603,Lannea coromandelica,Sapindales,Anacardiaceae,Lannea,coromandelica,species, ,(Houtt.) Merr.,accepted,Lannea coromandelica (Houtt.) Merr.,identical,,matched,0,0,0
1604,Lannea discolor,Sapindales,Anacardiaceae,Lannea,discolor,species, ,(Sond.) Engl.,accepted,Lannea discolor (Sond.) Engl.,identical,,matched,0,0,0
1605,Lannea fruticosa,Sapindales,Anacardiaceae,Lannea,fruticosa,species, ,(Hochst. ex A.Rich.) Engl.,accepted,Lannea fruticosa (Hochst. ex A.Rich.) Engl.,identical,,matched,0,0,0
1606,Lannea humilis,Sapindales,Anacardiaceae,Lannea,humilis,species, ,(Oliv.) Engl.,accepted,Lannea humilis (Oliv.) Engl.,identical,,matched,0,0,0
1607,Lannea kerstingii,Sapindales,Anacardiaceae,Lannea,kerstingii,species, ,Engl. & K.Krause,synonym,Lannea barteri (Oliv.) Engl.,identical,,matched,0,0,0
1608,Lannea microcarpa,Sapindales,Anacardiaceae,Lannea,microcarpa,species, ,Engl. & K.Krause,accepted,Lannea microcarpa Engl. & K.Krause,synonym,Lannea acida A.Rich.,matched,0,0,0
1609,Lannea schimeri,Sapindales,Anacardiaceae,Lannea,schimperi,species, ,(Hochst. ex A.Rich.) Engl.,accepted,Lannea schimperi (Hochst. ex A.Rich.) Engl.,identical,,misspelling: Epithet,0,1,0
1610,Lannea schimperi,Sapindales,Anacardiaceae,Lannea,schimperi,species, ,(Hochst. ex A.Rich.) Engl.,accepted,Lannea schimperi (Hochst. ex A.Rich.) Engl.,identical,,matched,0,0,0
1611,Lannea stuhlmannii,Sapindales,Anacardiaceae,Lannea,stuhlmannii,species, ,(Engl.) Engl.,synonym,Lannea schweinfurthii (Engl.) Engl.,different authors,Lannea schweinfurthii Engl.,matched,0,0,0
1612,Lannea welwitschii,Sapindales,Anacardiaceae,Lannea,welwitschii,species, ,(Hiern) Engl.,accepted,Lannea welwitschii (Hiern) Engl.,identical,,matched,0,0,0
1613,Lansium domesticum,Sapindales,Meliaceae,Lansium,domesticum,species, ,Corrêa,accepted,Lansium domesticum Corrêa,synonym,Lansium parasiticum (Osbeck) K.C.Sahni & Bennet,matched,0,0,0
1614,Laportea brunnea,Rosales,Urticaceae,Laportea,brunnea,species, ,Merr.,synonym,Dendrocnide stimulans (L.f.) Chew,unresolved,,matched,0,0,0
1615,Laportea luzonensis,Rosales,Urticaceae,Laportea,luzonensis,species, ,(Wedd.) Warb.,synonym,Dendrocnide luzonensis (Wedd.) Chew,identical,,matched,0,0,0
1616,Lapotea mexicana,,,,,,,,,,,,Genus name not found,0,0,0
1617,Larix sibirica,Pinales,Pinaceae,Larix,sibirica,species, ,Ledeb.,accepted,Larix sibirica Ledeb.,identical,,matched,0,0,0
1618,Lasianthaea fruticosa,Asterales,Asteraceae,Lasianthaea,fruticosa,species, ,(L.) K.M.Becker,accepted,Lasianthaea fruticosa (L.) K.M.Becker,unresolved,,matched,0,0,0
1619,Lasiodiscus marmoratus,Rosales,Rhamnaceae,Lasiodiscus,marmoratus,species, ,C.H.Wright,accepted,Lasiodiscus marmoratus C.H.Wright,identical,,matched,0,0,0
1620,Laurus nobilis,Laurales,Lauraceae,Laurus,nobilis,species, ,L.,accepted,Laurus nobilis L.,identical,,matched,0,0,0
1621,Lawsonia inermis,Myrtales,Lythraceae,Lawsonia,inermis,species, ,L.,accepted,Lawsonia inermis L.,identical,,matched,0,0,0
1622,Lecaniodiscus cupanioides,Sapindales,Sapindaceae,Lecaniodiscus,cupanioides,species, ,Planch. ex Benth.,accepted,Lecaniodiscus cupanioides Planch. ex Benth.,identical,,matched,0,0,0
1623,Lecointea amazo,Fabales,Fabaceae,Lecointea,amazonica,species, ,Ducke,accepted,Lecointea amazonica Ducke,identical,,misspelling: Epithet,0,4,0
1624,Lecointea amazonika,Fabales,Fabaceae,Lecointea,amazonica,species, ,Ducke,accepted,Lecointea amazonica Ducke,identical,,misspelling: Epithet,0,0,1
1625,Lecomtedoxa klaineana,Ericales,Sapotaceae,Lecomtedoxa,klaineana,species, ,(Pierre ex Engl.) Pierre ex Dubard,accepted,Lecomtedoxa klaineana (Pierre ex Engl.) Pierre ex Dubard,identical,,matched,0,0,0
1626,Lecythis ampla,Ericales,Lecythidaceae,Lecythis,ampla,species, ,Miers,accepted,Lecythis ampla Miers,identical,,matched,0,0,0
1627,Ledenbergia macrantha,Caryophyllales,Petiveriaceae,Ledenbergia,macrantha,species, ,Standl.,accepted,Ledenbergia macrantha Standl.,identical,,matched,0,0,0
1628,Leea aculeata,Vitales,Vitaceae,Leea,aculeata,species, ,Blume ex Spreng.,accepted,Leea aculeata Blume ex Spreng.,identical,,matched,0,0,0
1629,Leea banahaensis,Vitales,Vitaceae,Leea,banahaensis,species, ,Elmer,synonym,Leea magnifolia Merr.,identical,,matched,0,0,0
1630,Leea guineensis,Vitales,Vitaceae,Leea,guineensis,species, ,G.Don,accepted,Leea guineensis G.Don,identical,,matched,0,0,0
1631,Leersia hexandra,Poales,Poaceae,Leersia,hexandra,species, ,Sw.,accepted,Leersia hexandra Sw.,identical,,matched,0,0,0
1632,Leonardoxa africana,Fabales,Fabaceae,Leonardoxa,africana,species, ,(Baill.) Aubrév.,accepted,Leonardoxa africana (Baill.) Aubrév.,identical,,matched,0,0,0
1633,Lepidobotrys staudtii,Celastrales,Lepidobotryaceae,Lepidobotrys,staudtii,species, ,Engl.,accepted,Lepidobotrys staudtii Engl.,missing,,matched,0,0,0
1634,Lepidopetalum perrottetii,Sapindales,Sapindaceae,Lepidopetalum,perrottetii,species, ,Blume,accepted,Lepidopetalum perrottetii Blume,unresolved,,matched,0,0,0
1635,Lepisanthes rubiginosa,Sapindales,Sapindaceae,Lepisanthes,rubiginosa,species, ,(Roxb.) Leenh.,accepted,Lepisanthes rubiginosa (Roxb.) Leenh.,identical,,matched,0,0,0
1636,Lepisanthes tetraphylla,Sapindales,Sapindaceae,Lepisanthes,tetraphylla,species, ,Radlk.,accepted,Lepisanthes tetraphylla Radlk.,unresolved,,matched,0,0,0
1637,Leplaea mayombensis,Sapindales,Meliaceae,Leplaea,mayombensis,species, ,(Pellegr.) Staner,accepted,Leplaea mayombensis (Pellegr.) Staner,identical,,matched,0,0,0
1638,Leptantus daphnoides,,,,,,,,,,,,Genus name not found,0,0,0
1639,Leptaulus daphnoides,Aquifoliales,Cardiopteridaceae,Leptaulus,daphnoides,species, ,Benth.,accepted,Leptaulus daphnoides Benth.,identical,,matched,0,0,0
1640,Leptospermum annae,Myrtales,Myrtaceae,Leptospermum,annae,species, ,Stein,synonym,Leptospermum javanicum Blume,identical,,matched,0,0,0
1641,Letestua durissima,Ericales,Sapotaceae,Letestua,durissima,species, ,(A.Chev.) Lecomte,accepted,Letestua durissima (A.Chev.) Lecomte,identical,,matched,0,0,0
1642,Leucaena collinsii,Fabales,Fabaceae,Leucaena,collinsae,species, ,Britton & Rose,accepted,Leucaena collinsae Britton & Rose,identical,,misspelling: Epithet,0,0,2
1643,Leucaena diversifolia,Fabales,Fabaceae,Leucaena,diversifolia,species, ,(Schltdl.) Benth.,accepted,Leucaena diversifolia (Schltdl.) Benth.,identical,,matched,0,0,0
1644,Leucaena guatemalensis,Fabales,Fabaceae,Leucaena,guatamalensis,species, ,Britton & Rose,synonym,Leucaena trichandra (Zucc.) Urb.,identical,,misspelling: Epithet,0,0,1
1645,Leucaena leococephala,Fabales,Fabaceae,Leucaena,leucocephala,species, ,(Lam.) Dewit,accepted,Leucaena leucocephala (Lam.) Dewit,identical,,misspelling: Epithet,0,0,1
1646,Leucaena leucocephala,Fabales,Fabaceae,Leucaena,leucocephala,species, ,(Lam.) Dewit,accepted,Leucaena leucocephala (Lam.) Dewit,identical,,matched,0,0,0
1647,Leucaena pulverulenta,Fabales,Fabaceae,Leucaena,pulverulenta,species, ,(Schltdl.) Benth.,accepted,Leucaena pulverulenta (Schltdl.) Benth.,identical,,matched,0,0,0
1648,Leucaena salvadorensis,Fabales,Fabaceae,Leucaena,salvadorensis,species, ,Britton & Rose,accepted,Leucaena salvadorensis Britton & Rose,identical,,matched,0,0,0
1649,Leucaena shannoni,Fabales,Fabaceae,Leucaena,shannonii,species, ,Donn.Sm.,accepted,Leucaena shannonii Donn.Sm.,identical,,misspelling: Epithet,0,1,0
1650,Leucosyke capitellata,Rosales,Urticaceae,Leucosyke,capitellata,species, ,(Poir.) Wedd.,accepted,Leucosyke capitellata (Poir.) Wedd.,missing,,matched,0,0,0
1651,Leucosyke mindorensis,Rosales,Urticaceae,Leucosyke,mindorensis,species, ,C.B.Rob.,accepted,Leucosyke mindorensis C.B.Rob.,unresolved,,matched,0,0,0
1652,Licania arborea,Malpighiales,Chrysobalanaceae,Licania,arborea,species, ,Seem.,synonym,Microdesmia arborea (Seem.) Sothers & Prance,synonym,,matched,0,0,0
1653,Licania hypoleuca,Malpighiales,Chrysobalanaceae,Licania,hypoleuca,species, ,Benth.,accepted,Licania hypoleuca Benth.,identical,,matched,0,0,0
1654,Licania platypus,Malpighiales,Chrysobalanaceae,Licania,platypus,species, ,(Hemsl.) Fritsch,accepted,Licania platypus (Hemsl.) Fritsch,identical,,matched,0,0,0
